period,bank_id,register,company_reg_num,company_name_vat,bank_name_mn,bank_name_en,short_name,is_systemic_bank,location_id,aimag_city,region,latitude,longitude,branch_count,settlement_center_count,fx_unit_count,known_unit_count_for_map,note,source_file,loaded_at,bank_join_key,vat_join_key
2026-05,10,5341469,5341469,Төрийн банк,Төрийн банк,State Bank,STATE,1,15,Сэлэнгэ,Төвийн бүс,50.231389,106.207778,2,25,0,27,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ТӨРИЙН,ТӨРИЙН
2026-05,1,2635534,2635534,Худалдаа хөгжлийн банк,Худалдаа хөгжлийн банк,Trade and Development Bank,TDB,1,16,Дорноговь,Төвийн бүс,44.8825,110.116667,2,1,0,3,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ХУДАЛДААХӨГЖЛИЙН,ХУДАЛДААХӨГЖЛИЙН
2026-05,2,2693321,2693321,Хаан банк,ХААН банк,Khan Bank,KHAN,1,16,Дорноговь,Төвийн бүс,44.8825,110.116667,2,20,0,22,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ХААН,ХААН
2026-05,3,2075377,2075377,Голомтбанк,Голомт банк,Golomt Bank,GOLOMT,1,16,Дорноговь,Төвийн бүс,44.8825,110.116667,2,0,1,3,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ГОЛОМТ,ГОЛОМТ
2026-05,5,2111683,2111683,Аригбанк,Ариг банк,Arig Bank,ARIG,0,16,Дорноговь,Төвийн бүс,44.8825,110.116667,0,1,0,1,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,АРИГ,АРИГ
2026-05,7,2677377,2677377,Капитрон банк,Капитрон банк,Capitron Bank,CAPITRON,0,16,Дорноговь,Төвийн бүс,44.8825,110.116667,1,1,0,2,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,КАПИТРОН,КАПИТРОН
2026-05,8,2578697,2578697,Хас банк,Хас банк,XacBank,XAC,1,16,Дорноговь,Төвийн бүс,44.8825,110.116667,1,1,0,2,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ХАС,ХАС
2026-05,10,5341469,5341469,Төрийн банк,Төрийн банк,State Bank,STATE,1,16,Дорноговь,Төвийн бүс,44.8825,110.116667,2,18,0,20,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ТӨРИЙН,ТӨРИЙН
2026-05,1,2635534,2635534,Худалдаа хөгжлийн банк,Худалдаа хөгжлийн банк,Trade and Development Bank,TDB,1,17,Дархан-Уул,Төвийн бүс,49.486667,105.922778,1,1,0,2,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ХУДАЛДААХӨГЖЛИЙН,ХУДАЛДААХӨГЖЛИЙН
2026-05,2,2693321,2693321,Хаан банк,ХААН банк,Khan Bank,KHAN,1,17,Дархан-Уул,Төвийн бүс,49.486667,105.922778,1,11,0,12,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ХААН,ХААН
2026-05,3,2075377,2075377,Голомтбанк,Голомт банк,Golomt Bank,GOLOMT,1,17,Дархан-Уул,Төвийн бүс,49.486667,105.922778,2,1,1,4,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ГОЛОМТ,ГОЛОМТ
2026-05,5,2111683,2111683,Аригбанк,Ариг банк,Arig Bank,ARIG,0,17,Дархан-Уул,Төвийн бүс,49.486667,105.922778,1,3,0,4,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,АРИГ,АРИГ
2026-05,6,2693771,2693771,Үндэсний хөрөнгө оруулалтын банк,Үндэсний хөрөнгө оруулалтын банк,National Investment Bank of Mongolia,NIB,0,17,Дархан-Уул,Төвийн бүс,49.486667,105.922778,1,0,0,1,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ҮНДЭСНИЙХӨРӨНГӨОРУУЛАЛТЫН,ҮНДЭСНИЙХӨРӨНГӨОРУУЛАЛТЫН
2026-05,7,2677377,2677377,Капитрон банк,Капитрон банк,Capitron Bank,CAPITRON,0,17,Дархан-Уул,Төвийн бүс,49.486667,105.922778,1,3,0,4,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,КАПИТРОН,КАПИТРОН
2026-05,8,2578697,2578697,Хас банк,Хас банк,XacBank,XAC,1,17,Дархан-Уул,Төвийн бүс,49.486667,105.922778,2,1,0,3,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ХАС,ХАС
2026-05,9,2698072,2698072,Чингисхаан банк,Чингис Хаан банк,Chinggis Khaan Bank,CKB,0,17,Дархан-Уул,Төвийн бүс,49.486667,105.922778,1,0,0,1,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ЧИНГИСХААН,ЧИНГИСХААН
2026-05,10,5341469,5341469,Төрийн банк,Төрийн банк,State Bank,STATE,1,17,Дархан-Уул,Төвийн бүс,49.486667,105.922778,1,11,0,12,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ТӨРИЙН,ТӨРИЙН
2026-05,11,5903858,5903858,Богдбанк,Богд банк,Bogd Bank,BOGD,0,17,Дархан-Уул,Төвийн бүс,49.486667,105.922778,1,0,0,1,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,БОГД,БОГД
2026-05,1,2635534,2635534,Худалдаа хөгжлийн банк,Худалдаа хөгжлийн банк,Trade and Development Bank,TDB,1,18,Өмнөговь,Төвийн бүс,43.570833,104.425,1,1,0,2,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ХУДАЛДААХӨГЖЛИЙН,ХУДАЛДААХӨГЖЛИЙН
2026-05,2,2693321,2693321,Хаан банк,ХААН банк,Khan Bank,KHAN,1,18,Өмнөговь,Төвийн бүс,43.570833,104.425,1,18,0,19,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ХААН,ХААН
2026-05,3,2075377,2075377,Голомтбанк,Голомт банк,Golomt Bank,GOLOMT,1,18,Өмнөговь,Төвийн бүс,43.570833,104.425,1,3,0,4,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ГОЛОМТ,ГОЛОМТ
2026-05,6,2693771,2693771,Үндэсний хөрөнгө оруулалтын банк,Үндэсний хөрөнгө оруулалтын банк,National Investment Bank of Mongolia,NIB,0,18,Өмнөговь,Төвийн бүс,43.570833,104.425,1,0,0,1,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ҮНДЭСНИЙХӨРӨНГӨОРУУЛАЛТЫН,ҮНДЭСНИЙХӨРӨНГӨОРУУЛАЛТЫН
2026-05,7,2677377,2677377,Капитрон банк,Капитрон банк,Capitron Bank,CAPITRON,0,18,Өмнөговь,Төвийн бүс,43.570833,104.425,1,3,0,4,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,КАПИТРОН,КАПИТРОН
2026-05,8,2578697,2578697,Хас банк,Хас банк,XacBank,XAC,1,18,Өмнөговь,Төвийн бүс,43.570833,104.425,1,2,0,3,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ХАС,ХАС
2026-05,10,5341469,5341469,Төрийн банк,Төрийн банк,State Bank,STATE,1,18,Өмнөговь,Төвийн бүс,43.570833,104.425,1,18,0,19,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ТӨРИЙН,ТӨРИЙН
2026-05,2,2693321,2693321,Хаан банк,ХААН банк,Khan Bank,KHAN,1,19,Дундговь,Төвийн бүс,45.7625,106.2711,1,16,0,17,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ХААН,ХААН
2026-05,8,2578697,2578697,Хас банк,Хас банк,XacBank,XAC,1,19,Дундговь,Төвийн бүс,45.7625,106.2711,1,0,0,1,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ХАС,ХАС
2026-05,10,5341469,5341469,Төрийн банк,Төрийн банк,State Bank,STATE,1,19,Дундговь,Төвийн бүс,45.7625,106.2711,1,15,0,16,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ТӨРИЙН,ТӨРИЙН
2026-05,1,2635534,2635534,Худалдаа хөгжлийн банк,Худалдаа хөгжлийн банк,Trade and Development Bank,TDB,1,20,Дорнод,Зүүн бүс,48.078333,114.535,1,1,0,2,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ХУДАЛДААХӨГЖЛИЙН,ХУДАЛДААХӨГЖЛИЙН
2026-05,2,2693321,2693321,Хаан банк,ХААН банк,Khan Bank,KHAN,1,20,Дорнод,Зүүн бүс,48.078333,114.535,1,16,0,17,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ХААН,ХААН
2026-05,3,2075377,2075377,Голомтбанк,Голомт банк,Golomt Bank,GOLOMT,1,20,Дорнод,Зүүн бүс,48.078333,114.535,1,1,0,2,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ГОЛОМТ,ГОЛОМТ
2026-05,5,2111683,2111683,Аригбанк,Ариг банк,Arig Bank,ARIG,0,20,Дорнод,Зүүн бүс,48.078333,114.535,1,0,0,1,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,АРИГ,АРИГ
2026-05,8,2578697,2578697,Хас банк,Хас банк,XacBank,XAC,1,20,Дорнод,Зүүн бүс,48.078333,114.535,1,1,0,2,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ХАС,ХАС
2026-05,10,5341469,5341469,Төрийн банк,Төрийн банк,State Bank,STATE,1,20,Дорнод,Зүүн бүс,48.078333,114.535,1,16,0,17,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ТӨРИЙН,ТӨРИЙН
2026-05,2,2693321,2693321,Хаан банк,ХААН банк,Khan Bank,KHAN,1,21,Сүхбаатар,Зүүн бүс,46.680833,113.279167,1,17,0,18,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ХААН,ХААН
2026-05,3,2075377,2075377,Голомтбанк,Голомт банк,Golomt Bank,GOLOMT,1,21,Сүхбаатар,Зүүн бүс,46.680833,113.279167,1,0,0,1,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ГОЛОМТ,ГОЛОМТ
2026-05,5,2111683,2111683,Аригбанк,Ариг банк,Arig Bank,ARIG,0,21,Сүхбаатар,Зүүн бүс,46.680833,113.279167,0,1,0,1,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,АРИГ,АРИГ
2026-05,8,2578697,2578697,Хас банк,Хас банк,XacBank,XAC,1,21,Сүхбаатар,Зүүн бүс,46.680833,113.279167,1,0,0,1,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ХАС,ХАС
2026-05,10,5341469,5341469,Төрийн банк,Төрийн банк,State Bank,STATE,1,21,Сүхбаатар,Зүүн бүс,46.680833,113.279167,1,14,0,15,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ТӨРИЙН,ТӨРИЙН
2026-05,2,2693321,2693321,Хаан банк,ХААН банк,Khan Bank,KHAN,1,22,Хэнтий,Зүүн бүс,47.319444,110.655556,1,23,0,24,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ХААН,ХААН
2026-05,3,2075377,2075377,Голомтбанк,Голомт банк,Golomt Bank,GOLOMT,1,22,Хэнтий,Зүүн бүс,47.319444,110.655556,1,0,0,1,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ГОЛОМТ,ГОЛОМТ
2026-05,8,2578697,2578697,Хас банк,Хас банк,XacBank,XAC,1,22,Хэнтий,Зүүн бүс,47.319444,110.655556,1,1,0,2,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ХАС,ХАС
2026-05,10,5341469,5341469,Төрийн банк,Төрийн банк,State Bank,STATE,1,22,Хэнтий,Зүүн бүс,47.319444,110.655556,1,20,0,21,Known by location-bank: branch + settlement center + FX unit only. Representative/other units are available only in bank/location summaries.,2026 оны 05-р сар.pdf,2026-06-29T02:49:55,ТӨРИЙН,ТӨРИЙН
